analysis_id	matrix_id	plot_name	locality_desc	lat	lon	elev_mean	plot_age	plot_agestdev	num_taxa
36730	28991	STC7(14)	Stantons Cave: Grand Canyon National Park	36.500	-111.958	900 m	10860	100	8
36731	28992	STC8(15)	Stantons Cave: Grand Canyon National Park	36.500	-111.958	900 m	34750	680	11
36732	28993	G11A	Greenwater Valley: Greenwater Valley	36.167	-116.600	1410 m	0	0	13
36733	28994	G11B	Greenwater Valley: Greenwater Valley	36.167	-116.600	1410 m	400	45	12
36734	28995	G11C	Greenwater Valley: Greenwater Valley	36.167	-116.600	1410 m	740	120	10
36735	28996	G15	Greenwater Valley: Greenwater Valley	36.167	-116.600	1380 m	199	0	11
36736	28997	G4A	Greenwater Valley: Greenwater Valley	36.167	-116.600	1350 m	199	0	17
36737	28998	G4B1	Greenwater Valley: Greenwater Valley	36.167	-116.600	1350 m	2125	50	10
36738	28999	G4B2	Greenwater Valley: Greenwater Valley	36.167	-116.600	1350 m	2105	45	8
36739	29000	G6B	Greenwater Valley: Greenwater Valley	36.167	-116.600	1350 m	270	70	12
36740	29001	G6C	Greenwater Valley: Greenwater Valley	36.167	-116.600	1350 m	2235	35	8
36741	29002	G7	Greenwater Valley: Greenwater Valley	36.167	-116.600	1360 m	199	0	10
36742	29003	G8	Greenwater Valley: Greenwater Valley	36.167	-116.600	1340 m	199	0	13
36743	29004	G9B	Greenwater Valley: Greenwater Valley	36.167	-116.600	1350 m	1340	40	11
36744	29005	G9D	Greenwater Valley: Greenwater Valley	36.167	-116.600	1350 m	290	50	13
36745	29006	GCJ2A	Grouse Creek Junction: Grouse Creek Mountains	41.433	-113.832	1473 m	12190	50	6
36746	29007	GCJ3L	Grouse Creek Junction: Grouse Creek Mountains	41.433	-113.832	1473 m	2400	30	10
36747	29008	LCHNC1	Last Chance Canyon: Guadalupe Mountains	32.267	-104.650	1310 m	10010	160	10
36748	29009	LCHNC10	Last Chance Canyon: Guadalupe Mountains	32.267	-104.650	1310 m	3840	80	20
36749	29010	LCHNC2	Last Chance Canyon: Guadalupe Mountains	32.267	-104.650	1310 m	90	60	6
36750	29011	LCHNC6A	Last Chance Canyon: Guadalupe Mountains	32.267	-104.650	1310 m	1550	60	13
36751	29012	LCHNC6B	Last Chance Canyon: Guadalupe Mountains	32.267	-104.650	1310 m	850	90	20
36752	29013	LCHNC9	Last Chance Canyon: Guadalupe Mountains	32.267	-104.650	1310 m	3940	100	18
36753	29014	PRATTCV	Pratt Cave: Guadalupe Mountains	31.979	-104.755	1610 m	0	0	19
36754	29015	RAROYO1	Rocky Arroyo: Guadalupe Mountains	32.500	-104.500	1130 m	10560	150	9
36755	29016	RAROYO2	Rocky Arroyo: Guadalupe Mountains	32.500	-104.500	1130 m	2940	190	6
36756	29017	RAROYO3	Rocky Arroyo: Guadalupe Mountains	32.500	-104.500	1160 m	230	80	15
36757	29018	HAM1A	Haystack Mountain: Haystack Mountain	36.600	-118.083	1155 m	20590	210	10
36758	29019	HAM1B	Haystack Mountain: Haystack Mountain	36.600	-118.083	1155 m	20960	240	13
36759	29020	HAM1C	Haystack Mountain: Haystack Mountain	36.600	-118.083	1155 m	22900	270	13
36760	29021	HAM2A	Haystack Mountain: Haystack Mountain	36.600	-118.083	1155 m	14870	130	9
36761	29022	HAM2B	Haystack Mountain: Haystack Mountain	36.600	-118.083	1155 m	17680	150	6
36762	29023	HAM2C	Haystack Mountain: Haystack Mountain	36.600	-118.083	1155 m	16010	330	6
36763	29024	HO12A	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	260 m	9370	150	24
36764	29025	HO12B	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	260 m	8910	150	28
36765	29026	HO1B	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	4430	80	19
36766	29027	HO1C	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	6065	90	25
36767	29028	HO2A	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	2320	100	18
36768	29029	HO2B	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	1850	140	18
36769	29030	HO3	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	10000	190	21
36770	29031	HO4B	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	8660	190	27
36771	29032	HO5A	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	1930	110	16
36772	29033	HO5B	Hornaday Mountains: Hornaday Mountains	31.983	-113.600	240 m	1720	130	18
36773	29034	HMTN1A	Hueco Mountains: Hueco Mountains	31.900	-106.150	1280 m	9370	130	7
36774	29035	HMTN1B	Hueco Mountains: Hueco Mountains	31.900	-106.150	1280 m	8150	170	13
36775	29036	NAV14A	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	12800	100	7
36776	29037	NAV14E	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	10580	230	16
36777	29038	NAV15	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	1330	110	8
36778	29039	NAV16B	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	2540	130	8
36779	29040	NAV16C	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	3650	130	13
36780	29041	NAV17	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	1570	70	5
36781	29042	NAV18B	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	7630	210	5
36782	29043	NAV18C	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	7890	180	10
36783	29044	NAV19B	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	3060	120	13
36784	29045	NAV19C	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	8320	200	14
36785	29046	NAV1C1	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	6360	140	9
36786	29047	NAV1C2	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	7930	180	14
36787	29048	NAV1C3	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	7410	150	7
36788	29049	NAV20	Navar Ranch: Hueco Mountains	31.900	-106.150	1340 m	2550	120	12
36789	29050	PICCV1AB	Picture Cave: Hueco Mountains	31.883	-106.133	1430 m	0	0	14
36790	29051	PICCV1D	Picture Cave: Hueco Mountains	31.883	-106.133	1430 m	12030	210	11
36791	29052	HVJT1977	Hidden Valley Joshua Tree: Joshua Tree National Park	34.030	-116.170	1280 m	12790	750	5
36792	29053	HVJT62	Hidden Valley Joshua Tree: Joshua Tree National Park	34.016	-116.164	1280 m	9710	35	8
36793	29054	HVJT80A	Hidden Valley Joshua Tree: Joshua Tree National Park	34.015	-116.163	1259 m	7040	25	14
36794	29055	HVJT80B	Hidden Valley Joshua Tree: Joshua Tree National Park	34.015	-116.163	1259 m	7695	30	14
36795	29056	HVJT80C	Hidden Valley Joshua Tree: Joshua Tree National Park	34.015	-116.163	1259 m	9185	30	12
36796	29057	HVJT84A	Hidden Valley Joshua Tree: Joshua Tree National Park	34.020	-116.164	1290 m	1620	25	11
36797	29058	HVJTW30	Hidden Valley Joshua Tree: Joshua Tree National Park	34.011	-116.168	1274 m	3730	25	10
36798	29059	HVJTW85A	Hidden Valley Joshua Tree: Joshua Tree National Park	34.011	-116.165	1247 m	8185	25	8
36799	29060	HVJTW85B	Hidden Valley Joshua Tree: Joshua Tree National Park	34.011	-116.165	1247 m	4735	25	9
36800	29061	HVJTW94B	Hidden Valley Joshua Tree: Joshua Tree National Park	34.010	-116.166	1271 m	2210	25	11
36801	29062	HVJTW95B	Hidden Valley Joshua Tree: Joshua Tree National Park	34.011	-116.168	1276 m	6535	20	12
36802	29063	ICV16	Indian Cove: Joshua Tree National Park	34.099	-116.172	1028 m	9275	35	8
36803	29064	ICV20	Indian Cove: Joshua Tree National Park	34.083	-116.139	945 m	1225	15	16
36804	29065	ICV49	Indian Cove: Joshua Tree National Park	34.085	-116.431	952 m	9300	40	10
36805	29066	ICV60B	Indian Cove: Joshua Tree National Park	34.096	-116.153	930 m	29260	420	8
36806	29067	ICVE90	Indian Cove: Joshua Tree National Park	34.085	-116.140	958 m	2215	15	10
36807	29068	JUMR22	Jumbo Rocks: Joshua Tree National Park	33.992	-116.059	1325 m	8720	30	15
36808	29069	JUMR26	Jumbo Rocks: Joshua Tree National Park	33.991	-116.054	1313 m	4885	20	13
36809	29070	JUMR39A	Jumbo Rocks: Joshua Tree National Park	33.994	-116.068	1352 m	12015	45	10
36810	29071	JUMR39B	Jumbo Rocks: Joshua Tree National Park	33.994	-116.068	1352 m	7955	30	11
36811	29072	JUMR39C	Jumbo Rocks: Joshua Tree National Park	33.994	-116.068	1352 m	4155	25	17
36812	29073	JUMR39D	Jumbo Rocks: Joshua Tree National Park	33.994	-116.068	1352 m	4435	25	11
36813	29074	JUMR39E	Jumbo Rocks: Joshua Tree National Park	33.994	-116.068	1352 m	4435	25	14
36814	29075	JUMR42	Jumbo Rocks: Joshua Tree National Park	33.995	-116.067	1318 m	3865	25	15
36815	29076	JUMR53	Jumbo Rocks: Joshua Tree National Park	33.991	-116.067	1340 m	1695	15	16
36816	29077	JUMRN68	Jumbo Rocks: Joshua Tree National Park	33.994	-116.068	1357 m	8815	30	9
36817	29078	JUMRN74	Jumbo Rocks: Joshua Tree National Park	33.994	-116.070	1349 m	2065	25	13
36818	29079	JUMRN77	Jumbo Rocks: Joshua Tree National Park	33.996	-116.070	1350 m	4300	25	15
36819	29080	KEYR1A	Keys Ranch: Joshua Tree National Park	34.025	-116.148	1285 m	2045	20	9
36820	29081	KEYR1B	Keys Ranch: Joshua Tree National Park	34.025	-116.148	1285 m	7905	30	10
36821	29082	KEYR97A1	Keys Ranch: Joshua Tree National Park	34.024	-116.155	1282 m	6010	20	15
36822	29083	KEYR97A2	Keys Ranch: Joshua Tree National Park	34.024	-116.155	1282 m	5165	25	16
36823	29084	MALH1B	Malapai Hills: Joshua Tree National Park	33.933	-116.075	1090 m	7110	50	7
36824	29085	MASTP1B	Mastodon Peak: Joshua Tree National Park	33.999	-116.053	1320 m	4655	55	5
36825	29086	SKRN40B	Skull Rock: Joshua Tree National Park	33.998	-116.062	1325 m	1920	25	12
36826	29087	SKRN41	Skull Rock: Joshua Tree National Park	33.998	-116.063	1330 m	1725	25	12
36827	29088	BUC1(1)	Burro Canyon: Kofa Mountains	33.400	-114.017	860 m	14400	330	22
36828	29089	BUC1(3)	Burro Canyon: Kofa Mountains	33.400	-114.017	860 m	0	0	18
36829	29090	BUC1(6)	Burro Canyon: Kofa Mountains	33.400	-114.017	862 m	13400	250	19
36830	29091	HAG	HAG: Lakeside Mountains	41.201	-112.834	1310 m	3010	50	9
36831	29092	LCR1(2)	Last Chance Range: Last Chance Range	36.290	-116.118	960 m	9280	210	18
36832	29093	LCR1(3)	Last Chance Range: Last Chance Range	36.290	-116.118	960 m	11760	90	13
36833	29094	LCR1MOD	Last Chance Range: Last Chance Range	36.290	-116.118	960 m	0	0	19
36834	29095	GB3	Gillems Bluff: Lava Beds National Monument	41.793	-121.562	1280 m	2215	80	10
36835	29096	HI6	Heppe Ice Cave: Lava Beds National Monument	41.698	-121.547	1615 m	1260	80	8
36836	29097	HI7	Heppe Ice Cave: Lava Beds National Monument	41.698	-121.547	1615 m	1915	50	5
36837	29098	HL5	Hercules Leg: Lava Beds National Monument	41.703	-121.515	1500 m	4910	70	9
36838	29099	LD2	Labyrinth Distributary: Lava Beds National Monument	41.714	-121.509	1500 m	5265	75	9
36839	29100	PA1	Paradise Alleys: Lava Beds National Monument	41.704	-121.516	1500 m	2570	80	6
36840	29101	PA4	Paradise Alleys: Lava Beds National Monument	41.704	-121.516	1500 m	2065	80	9
36841	29102	LEM27	Lemhi: Lemhi Range	43.827	-112.847	1585 m	1730	90	12
36842	29103	LEM28	Lemhi: Lemhi Range	43.822	-112.867	1570 m	0	0	10
36843	29104	LEM30	Lemhi: Lemhi Range	43.870	-112.930	1767 m	9960	150	11
36844	29105	LEM36A	Lemhi: Lemhi Range	44.070	-112.988	2195 m	2930	70	18
36845	29106	LEM36B	Lemhi: Lemhi Range	44.070	-112.988	2195 m	5820	110	12
36846	29107	LO2b	Leppy Overhang: Leppy Hills	40.751	-114.048	1475 m	7520	60	6
36847	29108	LRM32	Lost River: Lost River Range	43.700	-113.058	1675 m	1130	70	10
36848	29109	LRM34	Lost River: Lost River Range	43.729	-113.082	2260 m	1150	70	9
36849	29110	KC7	Kings Canyon: Lower Kings Canyon	36.800	-118.800	1270 m	90	90	9
36850	29111	LLBFP1C6	Lyman Lake/Buffalo Pen: Lyman Lake State Park	34.283	-109.300	1880 m	16460	100	6
36851	29112	LLBFPFLAT9	Lyman Lake/Buffalo Pen: Lyman Lake State Park	34.283	-109.300	1880 m	7890	60	6
36852	29113	LLBFPSEO11	Lyman Lake/Buffalo Pen: Lyman Lake State Park	34.283	-109.300	1880 m	15540	190	6
36853	29114	LLBFPSWL8	Lyman Lake/Buffalo Pen: Lyman Lake State Park	34.283	-109.300	1880 m	7520	60	7
36854	29115	LLBFPSWU7	Lyman Lake/Buffalo Pen: Lyman Lake State Park	34.283	-109.300	1880 m	6310	80	7
36855	29116	LLNSNE14	Lyman Lake/North of Screaming Neotoma Cave: Lyman Lake State Park	34.283	-109.300	1880 m	10020	70	9
36856	29117	LLNSNEB15	Lyman Lake/North of Screaming Neotoma Cave: Lyman Lake State Park	34.283	-109.300	1880 m	12090	100	9
36857	29118	LLSNE3	Lyman Lake/Screaming Neotoma Cave: Lyman Lake State Park	34.283	-109.300	1880 m	0	0	6
36858	29119	LLSNE5	Lyman Lake/Screaming Neotoma Cave: Lyman Lake State Park	34.283	-109.300	1880 m	1690	50	6
36859	29120	MM1	Marble Mountains: Marble Mountains	34.667	-115.583	475 m	3080	165	9
36860	29121	MM2	Marble Mountains: Marble Mountains	34.600	-115.550	465 m	10460	330	6
36861	29122	MM3	Marble Mountains: Marble Mountains	34.667	-115.583	450 m	1465	80	7
36862	29123	MM4(2)	Marble Mountains: Marble Mountains	34.667	-115.583	885 m	9515	185	7
36863	29124	MM5(2)	Marble Mountains: Marble Mountains	34.667	-115.583	900 m	4360	210	6
36864	29125	MM6	Marble Mountains: Marble Mountains	34.667	-115.583	840 m	7930	285	11
36865	29126	MM7(1)	Marble Mountains: Marble Mountains	34.667	-115.583	855 m	8925	360	11
36866	29127	MM7(2)	Marble Mountains: Marble Mountains	34.667	-115.583	855 m	4475	170	8
36867	29128	MM9(1)	Marble Mountains: Marble Mountains	34.667	-115.583	860 m	8905	265	9
36868	29129	MM9(2)	Marble Mountains: Marble Mountains	34.667	-115.583	860 m	5520	190	9
36869	29130	MR-1(1)1	McCullough Range (Peanut Butter Pass): McCullough Range	35.757	-115.165	1045 m	960	110	24
36870	29131	MR-1(1)2	McCullough Range (Peanut Butter Pass): McCullough Range	35.757	-115.165	1045 m	1250	60	26
36871	29132	MR-3(1)	McCullough Range (Peanut Butter Pass): McCullough Range	35.757	-115.165	1045 m	5510	140	15
36872	29133	MR-3(3)	McCullough Range (Peanut Butter Pass): McCullough Range	35.757	-115.165	1045 m	6480	90	19
36873	29134	MR-3(4)	McCullough Range (Peanut Butter Pass): McCullough Range	35.757	-115.165	1045 m	6800	110	24
36874	29135	MR-3(5)	McCullough Range (Peanut Butter Pass): McCullough Range	35.757	-115.165	1045 m	5060	120	20
36875	29136	MR-3m	McCullough Range (Peanut Butter Pass): McCullough Range	35.757	-115.165	1045 m	0	0	33
36876	29137	SAV2(1)1	Sandy Valley: Mesquite Valley	35.878	-115.708	935 m	8790	80	7
36877	29138	SAV2(3)2	Sandy Valley: Mesquite Valley	35.878	-115.708	935 m	9250	60	14
36878	29139	SAV2(3)3	Sandy Valley: Mesquite Valley	35.878	-115.708	935 m	9400	90	11
36879	29140	SAV3(1)	Sandy Valley: Mesquite Valley	35.878	-115.707	885 m	8490	120	11
36880	29141	SAV3(2)	Sandy Valley: Mesquite Valley	35.878	-115.707	885 m	9430	60	12
36881	29142	WRF1A	Woodruff: Monte Cristo Range	41.498	-111.269	2038 m	24	30	5
36882	29143	NBSL5	Natural Bridges Shelter/Bare Ladder Shelter: Natural Bridges National Monument	37.600	-110.000	1820 m	9660	160	6
36883	29144	CD1A	Chindi Cave: Navajo Mountain	37.006	-110.842	2010 m	0	0	6
36884	29145	CD1B	Chindi Cave: Navajo Mountain	37.006	-110.842	2010 m	2180	70	9
36885	29146	CD1C	Chindi Cave: Navajo Mountain	37.006	-110.842	2010 m	0	0	7
36886	29147	CD1E	Chindi Cave: Navajo Mountain	37.006	-110.842	2010 m	10180	70	10
36887	29148	CD1F	Chindi Cave: Navajo Mountain	37.006	-110.842	2010 m	2860	60	8
36888	29149	CD1G	Chindi Cave: Navajo Mountain	37.006	-110.842	2010 m	0	0	9
36889	29150	CD1H	Chindi Cave: Navajo Mountain	37.006	-110.842	2010 m	4100	70	10
36890	29151	JW1	JW Shelter: Navajo Mountain	37.002	-110.854	2390 m	4130	70	8
36891	29152	JW4	JW Shelter: Navajo Mountain	37.002	-110.854	2390 m	5620	70	7
36892	29153	JW5	JW Shelter: Navajo Mountain	37.002	-110.854	2390 m	6650	60	8
36893	29154	JW6	JW Shelter: Navajo Mountain	37.002	-110.854	2390 m	6150	80	8
36894	29155	JW7	JW Shelter: Navajo Mountain	37.002	-110.854	2390 m	0	0	7
36895	29156	JW8	JW Shelter: Navajo Mountain	37.002	-110.854	2390 m	0	0	7
36896	29157	LCHA1	Lower Cha Canyon: Navajo Mountain	37.067	-110.800	1510 m	5740	80	10
36897	29158	LCHA2	Lower Cha Canyon: Navajo Mountain	37.067	-110.800	1510 m	13740	110	7
36898	29159	LM1A	Lost Mesa: Navajo Mountain	36.971	-110.783	1822 m	1830	70	6
36899	29160	LM1B	Lost Mesa: Navajo Mountain	36.971	-110.783	1822 m	0	0	5
36900	29161	LM1C	Lost Mesa: Navajo Mountain	36.971	-110.783	1822 m	0	0	5
36901	29162	LM1D	Lost Mesa: Navajo Mountain	36.971	-110.783	1822 m	1060	60	5
36902	29163	UPC2A	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	5
36903	29164	UPC2B	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	6
36904	29165	UPC2C	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	7
36905	29166	UPC2D	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	5
36906	29167	UPCA3A	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	4040	70	7
36907	29168	UPCA3C	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	5
36908	29169	UPCA3D	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	7
36909	29170	UPCA3E	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	6
36910	29171	UPCA3F	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	4550	70	6
36911	29172	UPCA3G	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	6180	80	6
36912	29173	UPCA3H	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	7890	60	7
36913	29174	UPCA3J	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	0	0	7
36914	29175	UPCA4AS	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	10740	60	5
36915	29176	UPCA4C	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	8000	60	5
36916	29177	UPCA4D	Upper Piute Canyon: Navajo Mountain	36.825	-110.654	2060 m	6260	70	7
36917	29178	WAFV1	What A Fabulous View: Navajo Mountain	37.050	-110.757	1510 m	10300	80	7
36918	29179	WAFV2	What A Fabulous View: Navajo Mountain	37.050	-110.757	1510 m	5650	70	8
36919	29180	WAFV3	What A Fabulous View: Navajo Mountain	37.050	-110.757	1510 m	10660	70	9
36920	29181	FMC10A	Forty Mile Canyon: Nevada Test Site	36.949	-116.377	1230 m	9470	40	12
36921	29182	FMC10C	Forty Mile Canyon: Nevada Test Site	36.949	-116.377	1230 m	9390	40	17
36922	29183	FMC11A(1)	Forty Mile Canyon: Nevada Test Site	36.947	-116.391	1309 m	15870	70	15
36923	29184	FMC11A(2)	Forty Mile Canyon: Nevada Test Site	36.947	-116.391	1309 m	16410	70	16
36924	29185	FMC11B	Forty Mile Canyon: Nevada Test Site	36.947	-116.391	1309 m	12870	50	19
36925	29186	FMC12B	Forty Mile Canyon: Nevada Test Site	36.941	-116.376	1240 m	2770	30	22
36926	29187	FMC7(1)	Forty Mile Canyon: Nevada Test Site	36.945	-116.372	1250 m	47200	3000	19
36927	29188	FMC7(3)	Forty Mile Canyon: Nevada Test Site	36.945	-116.372	1250 m	52001	0	14
36928	29189	FMC8A	Forty Mile Canyon: Nevada Test Site	36.947	-116.379	1240 m	18530	80	14
36929	29190	FMC9A	Forty Mile Canyon: Nevada Test Site	36.947	-116.384	1280 m	21830	110	16
36930	29191	NEWWM4	New Water Mountains: New Water Mountains	33.633	-113.950	615 m	10880	390	15
36931	29192	DBC1(1)	Double Canyon: North Arrow Canyon Range	36.785	-114.884	660 m	12060	70	11
36932	29193	DBC4(2)	Double Canyon: North Arrow Canyon Range	36.781	-114.881	690 m	10400	60	13
36933	29194	BCAP1	Bishops Cap: Organ Mountains	32.183	-106.600	1465 m	10650	170	8
36934	29195	BCAP2	Bishops Cap: Organ Mountains	32.183	-106.600	1465 m	10780	240	12
36935	29196	BCAP3	Bishops Cap: Organ Mountains	32.183	-106.600	1465 m	10260	250	9
36936	29197	BCAP4	Bishops Cap: Organ Mountains	32.183	-106.600	1465 m	0	0	8
36937	29198	SHCVT5	Shelter Cave: Organ Mountains	32.183	-106.183	1475 m	31250	2200	7
36938	29199	ROC3	Rough Canyon: Otero Mesa	32.378	-105.881	1490 m	13230	60	11
36939	29200	ROC4	Rough Canyon: Otero Mesa	32.378	-105.881	1490 m	17300	190	8
36940	29201	ROC5B	Rough Canyon: Otero Mesa	32.050	-105.800	1579 m	990	60	9
36941	29202	ROC5L	Rough Canyon: Otero Mesa	32.383	-105.800	1579 m	1770	70	9
36942	29203	ROC5U	Rough Canyon: Otero Mesa	32.383	-105.800	1579 m	1650	70	9
36943	29204	WRC242	Wind River Canyon: Owl Creek Mountains/Wind River Mountains	43.553	-108.195	1421 m	1970	75	6
36944	29205	SCA1(1)	Sandia Canyon: Pajarito Plateau	35.861	-106.229	2012 m	1430	70	6
36945	29206	SCA1(2)	Sandia Canyon: Pajarito Plateau	35.861	-106.229	2012 m	1180	60	6
36946	29207	SCA3	Sandia Canyon: Pajarito Plateau	35.861	-106.229	2012 m	2480	70	7
36947	29208	SCA4	Sandia Canyon: Pajarito Plateau	35.861	-106.229	2012 m	1540	60	7
36948	29209	SCA5(2)	Sandia Canyon: Pajarito Plateau	35.861	-106.229	2012 m	1520	50	9
36949	29210	VWC17D	Vanar Wash Cave: Peloncillo Mountains	32.263	-109.089	1267 m	2429	41	12
36950	29211	WDC10A	West Doubtful Canyon: Peloncillo Mountains	32.300	-109.109	1439 m	2100	70	12
36951	29212	WDC10B	West Doubtful Canyon: Peloncillo Mountains	32.300	-109.109	1439 m	2060	45	11
36952	29213	WDC14A	West Doubtful Canyon: Peloncillo Mountains	32.313	-109.093	1435 m	1495	40	19
36953	29214	WDC14B	West Doubtful Canyon: Peloncillo Mountains	32.313	-109.093	1435 m	1485	35	22
36954	29215	WDC14C	West Doubtful Canyon: Peloncillo Mountains	32.313	-109.093	1435 m	1485	35	24
36955	29216	WDC15B	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.094	1442 m	25260	220	7
36956	29217	WDC15E	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.094	1442 m	10320	55	6
36957	29218	WDC15F	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.094	1442 m	12740	55	8
36958	29219	WDC15G	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.094	1442 m	2985	40	19
36959	29220	WDC15H	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.094	1442 m	4990	45	13
36960	29221	WDC16	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.093	1395 m	180	50	16
36961	29222	WDC20B	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.100	1417 m	10465	55	7
36962	29223	WDC23A	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.097	1485 m	12075	55	12
36963	29224	WDC23B	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.097	1485 m	10315	55	9
36964	29225	WDC24A	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.104	1364 m	14050	55	7
36965	29226	WDC24B	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.104	1364 m	14160	55	10
36966	29227	WDC31	West Doubtful Canyon: Peloncillo Mountains	32.302	-109.104	1343 m	18590	55	5
36967	29228	WDC32A	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	3100	40	15
36968	29229	WDC32B	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	13160	55	10
36969	29230	WDC32C	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	13025	55	11
36970	29231	WDC32D	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	2925	40	11
36971	29232	WDC32E	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	3485	50	13
36972	29233	WDC32F	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	2405	35	15
36973	29234	WDC32G	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	2075	45	20
36974	29235	WDC32H	West Doubtful Canyon: Peloncillo Mountains	32.311	-109.103	1333 m	31090	450	8
36975	29236	WDC34A	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.106	1366 m	2185	30	10
36976	29237	WDC34B	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.106	1366 m	1685	40	15
36977	29238	WDC34C	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.106	1366 m	2070	40	16
36978	29239	WDC37B	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.093	1431 m	925	30	22
36979	29240	WDC38A	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.092	1421 m	1555	45	18
36980	29241	WDC38B	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.092	1421 m	2235	45	16
36981	29242	WDC38C	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.092	1421 m	1265	40	15
36982	29243	WDC38D	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.092	1421 m	1825	50	16
36983	29244	WDC40A	West Doubtful Canyon: Peloncillo Mountains	32.313	-109.092	1430 m	1280	50	19
36984	29245	WDC40C	West Doubtful Canyon: Peloncillo Mountains	32.313	-109.092	1430 m	1310	35	20
36985	29246	WDC42	West Doubtful Canyon: Peloncillo Mountains	32.303	-109.106	1321 m	2530	70	19
36986	29247	WDC43	West Doubtful Canyon: Peloncillo Mountains	32.313	-109.106	1287 m	4750	40	19
36987	29248	WDC4A	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.091	1398 m	395	30	14
36988	29249	WDC4B	West Doubtful Canyon: Peloncillo Mountains	32.312	-109.091	1398 m	170	30	17
36989	29250	WDC57A	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.103	1370 m	17670	55	9
36990	29251	WDC57B	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.103	1370 m	2395	35	17
36991	29252	WDC57C	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.103	1370 m	2165	30	18
36992	29253	WDC57D	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.103	1370 m	6925	55	16
36993	29254	WDC57E	West Doubtful Canyon: Peloncillo Mountains	32.316	-109.103	1370 m	11635	55	10
